species,TempClass
Synechococcus sp. WH 8109,
Calditerrivibrio nitroreducens,
Fusobacterium varium,
Leptotrichia sp. oral taxon 212,
Leptotrichia sp. oral taxon 847,
Mesoplasma entomophilum,
Spiroplasma clarkii,
Spiroplasma litorale,
Spiroplasma platyhelix,
Spiroplasma poulsonii,
Mesomycoplasma mobile,
Candidatus Mycoplasma haemolamae,
Mycoplasma iguanae,
Mycoplasma sp. Pen4,
Mycoplasma sp. SG1,
Mycoplasma struthionis,
Mycoplasma suis,
Mycoplasmopsis columboralis,
Mycoplasmopsis pulmonis,
Leptospirillum ferriphilum,
Candidatus Cytomitobacter primus,
Candidatus Gromoviella agglomerans,
Bartonella harrusi,
Bartonella krasnovii,
Bartonella machadoae,
Agrobacterium sp. CGMCC 11546,
Candidatus Liberibacter solanacearum,
Candidatus Pelagibacter sp. FZCC0015,
Candidatus Pelagibacter sp. RS40,
Candidatus Fonsibacter ubiquis,
Paracoccus methylutens,
Phaeobacter sp. LSS9,
Wolbachia endosymbiont (group A) of Sphaerophoria taeniata,
Candidatus Phycorickettsia trachydisci,
Candidatus Kinetoplastibacterium sorsogonicusi,
Candidatus Vallotia cooleyia,
Ephemeroptericola cinctiostellae,
Polynucleobacter asymbioticus,
Polynucleobacter duraquae,
Polynucleobacter sp. AP-Kolm-20A-A1,
Polynucleobacter sp. AP-Sving-400A-A2,
Polynucleobacter sp. MG-6-Vaara-E2,
Polynucleobacter tropicus,
Candidatus Ichthyocystis hellenicum,
Alysiella crassa,
Candidatus Methylopumilus rimovensis,
Candidatus Desulfofervidus auxilii,
Arcobacter nitrofigilis,
Halarcobacter anaerophilus,
Malaciobacter halophilus,
Campylobacter helveticus,
Campylobacter sp. RM16187,
Campylobacter sp. RM6914,
Helicobacter enhydrae,
Helicobacter mustelae,
Helicobacter winghamensis,
Sulfurospirillum cavolei,
Sulfurovum sp. HSL1-3,
Sulfurimonas autotrophica,
Sulfurimonas sediminis,
Sulfurimonas sp. H1576,
Pseudoalteromonas sp. THAF3,
Shewanella violacea,
Limnobaculum parvum,Mesophilic
Candidatus Gullanella endobia,Mesophilic
Candidatus Mikella endobia,Mesophilic
Candidatus Schneideria nysicola,Mesophilic
Enterobacter cloacae complex sp. R_G8,Mesophilic
Enterobacter sichuanensis,Mesophilic
Kluyvera sp. CRP,Mesophilic
Kosakonia sp. SMBL-WEM22,Mesophilic
Lelliottia sp. AC1,Mesophilic
Erwinia sp. J780,Mesophilic
Pantoea rwandensis,Mesophilic
Pectobacterium colocasium,Mesophilic
Yersinia mollaretii,Mesophilic
Candidatus Vesicomyosocius sp. SY067_SCS001,
endosymbiont of Euscepes postfasciatus,
Legionella cherrii,
Legionella fallonii,
Acinetobacter oleivorans,
Acinetobacter piscicola,
Acinetobacter sp. ACNIH2,
Acinetobacter sp. YH16040_T,
Psychrobacter sp. AntiMn-1,
Candidatus Portiera aleyrodidarum,
Mannheimia pernigra,
Pasteurella atlantica,
Rodentibacter heylii,
Candidatus Pseudomonas adelgestsugas,Mesophilic
Pseudomonas sp. TMW 2.1634,Mesophilic
Pseudomonas tremae,Mesophilic
Francisella hispaniensis,
Francisella tularensis,
Hydrogenovibrio marinus,
Paraphotobacterium marinum,
Vibrio coralliirubri,
Vibrio japonicus,
Vibrio maritimus,
Vibrio panuliri,
Vibrio paracholerae,
Vibrio plantisponsor,
Vibrio sp. B1REV9,
Vibrio ziniensis,
Brachyspira intermedia,
Thermospira aquatica,
Leptospira tipperaryensis,
Borrelia sp. A-FGy1,
Brucepastera parasyntrophica,
Treponema pallidum,
Treponema pedis,
Treponema sp. Marseille-Q4132,
Treponema sp. OMZ 906,
Thermodesulfobacterium geofontis,
Thermodesulfobacterium sp. TA1,
Thermosipho ferrireducens,
Thermosipho melanesiensis,
Pseudothermotoga thermarum,
Thermotoga sp. 2812B,
Aureococcus anophagefferens virus,
Panine betaherpesvirus 2,
Papiine alphaherpesvirus 2,
Stubburvirus LKA1,
Anayavirus sirphilip,
Geobacillus virus E3,Thermophilic
Pseudomonas phage Lu11,
Eagleeyevirus eagleeye,
Mycobacterium phage KayaCho,
Kamchatkavirus AP45,
Lessievirus bcep22,
Lessievirus bcepil02,
Lessievirus bcepmigl,
Marthavirus piccoletto,
Myradeevirus MyraDee,
Quesadillavirus quesadilla,
Quhwahvirus paschalis,
Pseudomonas phage Epa40,
Pseudomonas phage Kaya,
Zitchvirus zipp,
Tsarbombavirus tsarbomba,
Pseudomonas virus PAE1,
Fur seal faeces associated circular DNA virus,
Peridroma alphabaculovirus,
Beihai mantis shrimp virus 2,
Pacmanvirus A23,
Candidatus Micrarchaeum sp.,
Candidatus Methanomassiliicoccus intestinalis,
Ferroplasma acidarmanus,
Caldisphaera lagunensis,
Acidianus hospitalis,
Saccharolobus solfataricus,
Sulfolobus acidocaldarius,
Sulfuracidifex tepidarius,
Sulfurisphaera tokodaii,
Infirmifilum uzonense,
Vulcanisaeta distributa,
Candidatus Methanoliparum sp. LAM-1,
Methanothermobacter marburgensis,
Methanothermobacter sp. CaT2,
Methanothermobacter sp. KEPCO-1,
Methanothermococcus okinawensis,
Methanothermococcus thermolithotrophicus,
Methanogenium organophilum,
Methanosarcina lacustris,
Methanothrix sp.,
Pyrococcus abyssi,
Pyrococcus yayanosii,
Thermococcus barossii,
Thermococcus guaymasensis,
Thermococcus henrietii,
Thermococcus sp. 2319x1,
Candidatus Nitrosocosmicus hydrocola,
Nitrosopumilus adriaticus,
Arcanobacterium phocisimile,
Bifidobacterium indicum,
Candidatus Nanopelagicus hibericus,
Candidatus Planktophila limnetica,
Carbonactinospora thermoautotrophica,
Streptomyces sp. 14R-10,Mesophilic
Streptomyces sp. WAC00276,Mesophilic
Corynebacterium ulcerans,
Bacillus sp. NP247,
Salinicoccus sp.,
Staphylococcus coagulans,
Staphylococcus debuckii,
Enterococcus innesii,
Fructilactobacillus sanfranciscensis,
Lactobacillus apis,
Lactobacillus crispatus,
Lactobacillus helsingborgensis,
Lactobacillus panisapium,
Lapidilactobacillus dextrinicus,
Leuconostoc carnosum,
Periweissella cryptocerci,
Secundilactobacillus malefermentans,
Streptococcus ferus,
Streptococcus iniae,
Streptococcus lactarius,
Streptococcus respiraculi,
Streptococcus sp. DAT741,
Streptococcus sp. HSISS3,
Streptococcus sp. NPS 308,
Streptococcus sp. oral taxon 061,
endosymbiont 'TC1' of Trimyema compressum,
Caproicibacterium amylolyticum,
Clostridioides sp. ES-S-0054-01,
Erysipelothrix piscisicarius,
Erysipelothrix sp. HDW6B,
Veillonella rodentium,
Candidatus Chromulinivorax destructor,
Porphyromonas endodontalis,
Blattabacterium punctulatus,
Elizabethkingia ursingii,
Candidatus Absconditicoccus praedator,
Chlamydia abortus,
Chlamydia avium,
Chlamydia caviae,
Chlamydia suis,
Candidatus Protochlamydia amoebophila,
Candidatus Rhabdochlamydia porcellionis,
Prosthecochloris sp. SCSIO W1101,
cyanobacterium endosymbiont of Epithemia turgida,
Thermosynechococcus sp. CL-1,
Acaryochloris sp. CCMEE 5410,
Synechococcus sp. CC9311,
Elusimicrobium minutum,
Fusobacterium gonidiaformans,
Leptotrichia sp. oral taxon 218,
Leptotrichia sp. oral taxon 498,
Melioribacter roseus,
Xianfuyuplasma coldseepsis,
Aster yellows witches'-broom phytoplasma,
Candidatus Phytoplasma australiense,
Candidatus Phytoplasma mali,
Entomoplasma melaleucae,
Mesoplasma syrphidae,
Williamsoniiplasma somnilux,
Spiroplasma alleghenense,
Spiroplasma apis,
Spiroplasma culicicola,
Spiroplasma diminutum,
Spiroplasma floricola,
Spiroplasma melliferum,
Spiroplasma monobiae,
Spiroplasma phoeniceum,
Spiroplasma sp. BIUS-1,
Mesomycoplasma conjunctivae,
Mycoplasma feriruminatoris,
Mycoplasma haemocanis,
Mycoplasma miroungirhinis,
Mycoplasma nasistruthionis,
Mycoplasma putrefaciens,
Mycoplasma sp. 1654_15,
Mycoplasmopsis canis,
Mycoplasmopsis phocirhinis,
Ureaplasma parvum,
Metamycoplasma anseris,
Metamycoplasma phocicerebrale,
Mycoplasmoides pneumoniae,
Malacoplasma iowae,
Bartonella alsatica,
Bartonella kosoyi,
Bartonella quintana,
Candidatus Pelagibacter sp. HIMB1321,
Limimaricola hongkongensis,
Paracoccus sp. (in: a-proteobacteria),
Commensalibacter sp. AMU001,
Neorickettsia helminthoeca,
Candidatus Wolbachia massiliensis,
Wolbachia endosymbiont of Dipetalonema caudispina,
Wolbachia endosymbiont of Litomosoides sigmodontis,
Wolbachia endosymbiont of Psylliodes chrysocephala,
Candidatus Midichloria mitochondrii,
Rickettsia australis,
Rickettsia canadensis,
Rickettsia endosymbiont of Bemisia tabaci,
Rickettsia typhi,
Sphingomonas sp.,
Candidatus Kinetoplastibacterium crithidii,
Candidatus Vallotia sp. (ex Adelges kitamiensis),
Mycoavidus cysteinexigens,
Polynucleobacter sp. AP-Jannik-300A-C4,
Polynucleobacter sp. AP-Titi-500A-B4,
Polynucleobacter sp. MWH-Aus1W21,
Polynucleobacter sp. MWH-CaK5,
Polynucleobacter sp. MWH-UH24A,
Polaromonas sp. H6N,
Neisseria zoodegmatis,
Aliarcobacter faecis,
Arcobacter acticola,
Arcobacter cloacae,
Arcobacter defluvii,
Arcobacter sp. L,
Malaciobacter molluscorum,
Campylobacter cuniculorum,
Campylobacter hyointestinalis,
Campylobacter iguaniorum,
Campylobacter pinnipediorum,
Campylobacter sp. CN_NE2,
Campylobacter sp. CS_NA3,
Campylobacter sputorum,
Helicobacter acinonychis,
Helicobacter apodemus,
Helicobacter cholecystus,
Helicobacter pullorum,
Sulfurimonas marina,
Sulfurimonas sp. SWIR-19,
Paraglaciecola sp. L3A3,
Shewanella frigidimarina,
Shewanella japonica,
Candidatus Nitrosacidococcus tergens,
Candidatus Doolittlea endobia,Mesophilic
Candidatus Profftia tarda,Mesophilic
Citrobacter sp. RHB25-C09,Mesophilic
Enterobacter sp. S-33,Mesophilic
Enterobacteriaceae endosymbiont of Donacia crassipes,Mesophilic
Enterobacteriaceae endosymbiont of Donacia marginata,Mesophilic
Enterobacteriaceae endosymbiont of Plateumaris pusilla,Mesophilic
secondary endosymbiont of Trabutina mannipara,Mesophilic
Klebsiella sp. MPUS7,Mesophilic
Leclercia sp. 119287,Mesophilic
Leclercia sp. W6,Mesophilic
Photorhabdus akhurstii,Mesophilic
Providencia sneebia,Mesophilic
Providencia sp. PROV188,Mesophilic
Dickeya oryzae,Mesophilic
Serratia inhibens,Mesophilic
Candidatus Pseudothioglobus singularis,
Candidatus Thioglobus autotrophicus,
Legionella adelaidensis,
Acinetobacter equi,
Acinetobacter gyllenbergii,
Acinetobacter sp. C32I,
Acinetobacter sp. WCHA45,
Acinetobacter sp. WCHA55,
Acinetobacter sp. WCHAc010052,
Acinetobacter sp. WY4,
Psychrobacter sp. 28M-43,
Gilliamella sp. B3022,
Actinobacillus suis,
[Mannheimia] succiniciproducens,
Pseudomonas sp. LM8,Mesophilic
Francisella persica,
Candidatus Enterovibrio luxaltus,
Vibrio cortegadensis,
Vibrio gallicus,
Vibrio lentus,
Vibrio rumoiensis,
Vibrio sp. ED004,
Vibrio sp. SCSIO 43140,
Brachyspira hampsonii,
Leptospira biflexa,
Leptospira borgpetersenii,
Borrelia turicatae,
Treponema putidum,
Thermovirga lienii,
Theileria equi,
Komagataella phaffii,
Encephalitozoon cuniculi,
Cafeteria roenbergensis virus,
Megavirus chiliensis,
Diadromus pulchellus toursvirus,
Lausannevirus,
Nile crocodilepox virus,
Human betaherpesvirus 5,
Gallid alphaherpesvirus 1,
Psittacid alphaherpesvirus 1,
Murid betaherpesvirus 2,
Equid alphaherpesvirus 1,
Sukuvirus RSPII1,
Sessunavirus SESS1,
Anayavirus chris,
Birdsnestvirus birdsnest,
Byrnievirus HK97,
Catfishvirus catfish,
Brucella phage BiPBO1,
Clostridium phage phiCP39-O,
Deep-sea thermophilic phage D6E,
Pseudomonas phage AF,
Pseudomonas phage MD8,
Rhodococcus phage ReqiPine5,
Cequinquevirus Ldb,
Coopervirus chrisnmich,
Mycobacterium phage Nhonho,
Mycobacterium phage RhynO,
Hautrevirus hau3,
Kimonavirus kimona,
Lessievirus DC1,
Likavirus lorelei,
Lilmcdreamyvirus lilmcdreamy,
Streptococcus phage MM25,
Pepyhexavirus pepy6,
Phabquatrovirus PHB04,
Shapirovirus cbk,
Stormageddonvirus Stormageddon,
Svunavirus sv1,
Unicornvirus bryler,
Wanderervirus wanderer,
Whackvirus whack,
Arthrobacter phage Adumb2043,
Tefnutvirus siom18,
Bordetella virus CN2,
Zicotriavirus ZC03,
Reyvirus rey,
Skysandvirus lollipop1437,
Salinovirus utanense,
Kehishuvirus primarius,
Kolpuevirus hominis,
Candidatus Methanoplasma termitum,
Thermoplasma volcanium,
Acidilobus saccharovorans,
Aeropyrum camini,
Desulfurococcus amylolyticus,
Staphylothermus hellenicus,Thermophilic
Staphylothermus marinus,Thermophilic
Acidianus manzaensis,
Acidianus sulfidivorans,
Stygiolobus azoricus,
Sulfurisphaera ohwakuensis,
Pyrobaculum aerophilum,
Pyrobaculum islandicum,
Vulcanisaeta moutnovskia,
Archaeoglobus fulgidus,
Archaeoglobus sulfaticallidus,
Salinarchaeum sp. IM2453,
Haloquadratum walsbyi,
Methanobacterium congolense,
Methanobacterium lacus,
Methanobacterium paludis,
Methanothermobacter sp. THM-2,
Methanotorris igneus,
Methanoplanus endosymbiosus,
Methanoplanus limicola,
Methanohalophilus halophilus,
Methanohalophilus mahii,
Methanohalophilus portucalensis,
Methanonatronarchaeum sp. AMET6-2,
Palaeococcus pacificus,
Pyrococcus horikoshii,
Thermococcus barophilus,
Thermococcus celer,
Thermococcus chitonophagus,
Thermococcus gorgonarius,
Thermococcus peptonophilus,
Thermococcus piezophilus,
Thermococcus radiotolerans,
Thermococcus sp. IOH2,
Candidatus Nitrososphaera gargensis,
Nitrosarchaeum sp. AC2,
Candidatus Nitrosopumilus koreensis,
Nitrosopumilus cobalaminigenes,
Nitrosopumilus ureiphilus,
Candidatus Nitrosotalea okcheonensis,
Fannyhessea vaginae,
Gardnerella piotii,
Candidatus Nanopelagicus limnes,
Streptomyces agglomeratus,Mesophilic
Streptomyces phaeochromogenes,Mesophilic
Streptomyces sp. 44414,Mesophilic
Streptomyces sp. F12,Mesophilic
Micrococcus sp. V7,
Micromonospora rosaria,
Mycolicibacterium sp. CBMA 213,
Hydrogenobacter thermophilus,
Thermosulfidibacter takaii,
Bacillus sp. B-3,
Bacillus sp. N5-665,
Priestia endophytica,
Planococcus sp. Urea-3u-39,
Fructilactobacillus carniphilus,
Lactobacillus kefiranofaciens,
Lactobacillus taiwanensis,
Latilactobacillus graminis,
Nicolia spurrieriana,
Oenococcus sp. UCMA 16435,
Pediococcus claussenii,
Pediococcus damnosus,
Weissella koreensis,
Lactococcus piscium,
Streptococcus halichoeri,
Streptococcus sp. KS 6,
Streptococcus sp. Marseille-Q3533,
Streptococcus sp. Marseille-Q6470,
Streptococcus vestibularis,
Mageeibacillus indolicus,
Thermoanaerobacter kivui,
Caldicellulosiruptor bescii,
Caldicellulosiruptor hydrothermalis,
Caldicellulosiruptor kronotskyensis,
Thermodesulfobium narugense,
Erysipelothrix sp. A18Y020d,
Megamonas hypermegale,
Peptoniphilus sp. CBA3646,
Candidatus Chazhemtobacterium aquaticus,
Bacteroides luhongzhouii,Mesophilic
Cardinium endosymbiont of Encarsia pergandiella,
Spirosoma sp. KNUC1025,
Blattabacterium sp. (Cryptocercus kyebangensis),
Chryseobacterium panacisoli,
Chlamydia trachomatis,
cyanobacterium endosymbiont of Rhopalodia gibberula,
Candidatus Atelocyanobacterium thalassa,
Cylindrospermopsis raciborskii,
Nostoc flagelliforme,
Nostoc sp. UHCC 0870,
Lyngbya confervoides,
Leptolyngbya sp. Cla-17,
Dactylococcopsis salina,
Synechococcus sp. A10-1-5-1,
Candidatus Endomicrobium trichonymphae,
Fusobacterium canifelinum,
Fusobacterium hwasookii,
Leptotrichia hongkongensis,
Entomoplasma freundtii,
Mesoplasma chauliocola,
Spiroplasma chinense,
Spiroplasma endosymbiont of 'Nebria riversi',
Spiroplasma eriocheiris,
Spiroplasma syrphidicola,
Spiroplasma turonicum,
Candidatus Hepatoplasma crinochetorum,
Mesomycoplasma dispar,
Mesomycoplasma hyopneumoniae,
Mesomycoplasma molare,
Mycoplasma leachii,
Mycoplasma parvum,
Mycoplasma phocoenae,
Mycoplasma phocoeninasale,
Mycoplasma sp. (ex Biomphalaria glabrata),
Mycoplasma sp. 1018B,
Mycoplasma sp. NEAQ87857,
Mycoplasma wenyonii,
Mycoplasmopsis arginini,
Mycoplasmopsis bovis,
Mycoplasmopsis columbina,
Mycoplasmopsis cynos,
Mycoplasmopsis pullorum,
Mycoplasmopsis synoviae,
Metamycoplasma alkalescens,
Metamycoplasma canadense,
Mycoplasmoides gallisepticum,
Mycoplasmoides genitalium,
Candidatus Paracaedibacter symbiosus,
Bartonella ancashensis,
Bartonella grahamii,
Methylobacterium sp.,
Sinorhizobium sp. LM21,
Candidatus Pelagibacter giovannonii,
Ruegeria sp. PR1b,
Wenxinia marina,
Commensalibacter sp. ESL0284,
Anaplasma platys,
Wolbachia endosymbiont of Chironomus riparius,
Wolbachia endosymbiont of Folsomia candida,
Wolbachia endosymbiont of Howardula sp.,
Rickettsia endosymbiont of Oedothorax gibbosus,
Rickettsiales endosymbiont of Stachyamoeba lipophora,
Sphingomonas sp. JE1,
Candidatus Kinetoplastibacterium blastocrithidii,
Candidatus Kinetoplastibacterium galatii,
Taylorella asinigenitalis,
Burkholderia sp. M701,
Polynucleobacter sp. MWH-P3-07-1,
Neisseria cinerea,
Neisseria subflava,
Neisseria wadsworthii,
Aromatoleum anaerobium,
Aliarcobacter skirrowii,
[Arcobacter] porcinus,
Arcobacter aquimarinus,
Campylobacter avium,
Campylobacter blaseri,
Campylobacter rectus,
Campylobacter sp. 2014D-0216,
Campylobacter sp. CCUG 57310,
Campylobacter sp. RM10537,
Campylobacter sp. RM12175,
Campylobacter sp. RM5004,
Campylobacter sp. RM6137,
Campylobacter subantarcticus,
Campylobacter vulpis,
Helicobacter cinaedi,
Helicobacter typhlonius,
Sulfurospirillum halorespirans,
Sulfurovum lithotrophicum,
Sulfurimonas lithotrophica,
Nautilia profundicola,
Nitrosophilus alvini,
Pseudoalteromonas arctica,
Pseudoalteromonas sp. GCY,
Pseudoalteromonas sp. MelDa3,
Psychromonas sp. CNPT3,
Shewanella sp. FJAT-53764,
Shewanella sp. GutDb-MelDb,
Shewanella sp. WE21,
Sodalis endosymbiont of Henestaris halophilus,Mesophilic
Blochmannia endosymbiont of Camponotus nipponensis,Mesophilic
Candidatus Hoaglandella endobia,Mesophilic
Candidatus Ishikawaella capsulata,Mesophilic
Candidatus Purcelliella pentastirinorum,Mesophilic
Candidatus Riesia pediculicola,Mesophilic
Candidatus Riesia pediculischaeffi,Mesophilic
Enterobacter sp. CP102,Mesophilic
Enterobacter sp. JBIWA003,Mesophilic
Enterobacteriaceae endosymbiont of Donacia thalassina,Mesophilic
Enterobacteriaceae endosymbiont of Donacia tomentosa,Mesophilic
Enterobacteriaceae endosymbiont of Macroplea mutica,Mesophilic
secondary endosymbiont of Heteropsylla cubana,Mesophilic
Erwinia tracheiphila,Mesophilic
Candidatus Pantoea carbekii,Mesophilic
Pantoea sp. Aalb,Mesophilic
Pantoea sp. OXWO6B1,Mesophilic
Wigglesworthia glossinidia,Mesophilic
Arsenophonus endosymbiont of Aleurodicus dispersus,Mesophilic
Photorhabdus laumondii,Mesophilic
Proteus columbae,Mesophilic
Proteus sp. CD3,Mesophilic
Pectobacterium sp. PL64,Mesophilic
Serratia sp. 3ACOL1,Mesophilic
Candidatus Baumannia cicadellinicola,
Candidatus Vesicomyosocius okutanii,
Legionella endosymbiont of Polyplax serrata,
Acinetobacter baylyi,
Acinetobacter bereziniae,
Acinetobacter dispersus,
Acinetobacter sp. AHP123,
Acinetobacter sp. SK-43,
Acinetobacter sp. Z1,
Moraxella cuniculi,
Psychrobacter sp. DAB_AL32B,
Actinobacillus equuli,
Actinobacillus lignieresii,
Actinobacillus porcitonsillarum,
Aggregatibacter segnis,
Aggregatibacter sp. 2125159857,
Aggregatibacter sp. oral taxon 513,
Bisgaardia hudsonensis,
Mannheimia ovis,
Mannheimia sp. USDA-ARS-USMARC-1261,
Francisella halioticida,
Hydrogenovibrio crunogenus,
Thiomicrorhabdus immobilis,
Borrelia coriaceae,
Borrelia sp. RT1S,
Borreliella bissettiae,
Treponema succinifaciens,
Cryptomonas paramecium,
Encephalitozoon hellem,
Micromonas pusilla virus 12T,
Micromonas pusilla virus SP1,
Micromonas sp. RCC1109 virus MpV1,
Moumouvirus,
Trichoplusia ni ascovirus 2c,
Brazilian marseillevirus,
Molluscum contagiosum virus,
Sea otterpox virus,
Bovine papular stomatitis virus,
Bat mastadenovirus A,
Bat mastadenovirus D,
Murine mastadenovirus C,
Ovine mastadenovirus C,
Ranid herpesvirus 2,
Ranid herpesvirus 3,
Cyprinid herpesvirus 3,
Ictalurid herpesvirus 1,
Meleagrid alphaherpesvirus 1,
Equid gammaherpesvirus 2,
Tupaiid betaherpesvirus 1,
Human alphaherpesvirus 1,
Macacine alphaherpesvirus 1,
Bubaline alphaherpesvirus 1,
Cervid alphaherpesvirus 3,
